name,energy_weight,energy_margin,energy_compact_weight,single_AUROC,single_AUPR,single_FPR95,recommended_logit_scale,recommended_temperature,AUROC_mean,AUROC_std,AUPR_mean,AUPR_std,FPR95_mean,FPR95_std,final_loss,final_semantic,final_prototype,final_energy_boundary,final_energy_compact,checkpoint
ew02_m-6,0.2,-6.0,0.05,0.773919545019979,0.7979630399149027,0.7770083102493075,15.0,1.2525209188461304,0.7878693298219933,0.015019284455368483,0.823127557082027,0.019639143176085717,0.7677087455480808,0.04942934947331185,0.29964104294776917,1.4486110210418701,0.009375807829201221,0.0,0.05430331826210022,./sweep_results/energy_boundary\ew02_m-6.pth
ew01_m-7,0.1,-7.0,0.05,0.7887413281690487,0.8091979578034966,0.7022160664819944,15.0,0.9184873700141907,0.8117118308113086,0.01824495000482229,0.8436680648292414,0.01934255471809732,0.699248120300752,0.012551445609144202,0.30747339129447937,1.4504263401031494,0.017138667404651642,0.0,0.0498916320502758,./sweep_results/energy_boundary\ew01_m-7.pth
ew03_m-6,0.3,-6.0,0.05,0.7519526940896724,0.7857590802958505,0.8587257617728532,10.0,0.5844537615776062,0.7709931851052876,0.023690116447327866,0.8102000682151642,0.026529876425412238,0.8725761772853186,0.03428002821956109,0.3032837212085724,1.451133131980896,0.01259808149188757,0.0,0.03060034103691578,./sweep_results/energy_boundary\ew03_m-6.pth
ew05_m-5,0.5,-5.0,0.05,0.7850029416811708,0.8062603149854259,0.682825484764543,10.0,0.9184873700141907,0.7937745796722827,0.00950471553386868,0.8289586367172495,0.015580507306487941,0.7055797388207361,0.02494016819404627,0.3038521111011505,1.4177428483963013,0.01849723793566227,0.0,0.07225321233272552,./sweep_results/energy_boundary\ew05_m-5.pth
