name,recommended_logit_scale,recommended_temperature,AUROC_mean,AUROC_std,AUPR_mean,AUPR_std,FPR95_mean,FPR95_std
ew02_m-6,15.0,0.9184873700141907,0.8180403850800734,0.012227045835973676,0.8442261369300954,0.019124291856735268,0.7874950534230313,0.032565161236946555
ew01_m-7,20.0,2.4550418853759766,0.8343583983246425,0.015570155518148028,0.8517770605662606,0.02447321192698883,0.631183221210922,0.050547724105534673
ew03_m-6,10.0,0.9184873700141907,0.8521004128859643,0.0135493709182756,0.8760051790793569,0.018945911397131986,0.6331618519984171,0.02278778005364142
ew05_m-5,15.0,1.386134386062622,0.8041378772968752,0.012167562103844272,0.8386573442146535,0.01585944625495339,0.6557182429758608,0.023444896309613963
