name,single_AUROC,single_AUPR,single_FPR95
ew02_m-6,0.773919545019979,0.7979630399149027,0.7770083102493075
ew01_m-7,0.7887413281690487,0.8091979578034966,0.7022160664819944
ew03_m-6,0.7519526940896724,0.7857590802958505,0.8587257617728532
ew05_m-5,0.7850029416811708,0.8062603149854259,0.682825484764543
