name,final_loss,final_semantic,final_prototype,final_energy_boundary,final_energy_compact
ew02_m-6,0.29964104294776917,1.4486110210418701,0.009375807829201221,0.0,0.05430331826210022
ew01_m-7,0.30747339129447937,1.4504263401031494,0.017138667404651642,0.0,0.0498916320502758
ew03_m-6,0.3032837212085724,1.451133131980896,0.01259808149188757,0.0,0.03060034103691578
ew05_m-5,0.3038521111011505,1.4177428483963013,0.01849723793566227,0.0,0.07225321233272552
